"","dates","sp_all","abundance_cold"
"781","1991","Haematopus ostralegus",0
"782","1992","Haematopus ostralegus",0
"783","1993","Haematopus ostralegus",0
"784","1994","Haematopus ostralegus",0
"785","1995","Haematopus ostralegus",0
"786","1996","Haematopus ostralegus",0
"787","1997","Haematopus ostralegus",0
"788","1998","Haematopus ostralegus",0
"789","1999","Haematopus ostralegus",0
"790","2000","Haematopus ostralegus",0
"791","2001","Haematopus ostralegus",0
"792","2002","Haematopus ostralegus",0
"793","2003","Haematopus ostralegus",0
"794","2004","Haematopus ostralegus",0
"795","2005","Haematopus ostralegus",0
"796","2006","Haematopus ostralegus",0
"797","2007","Haematopus ostralegus",0
"798","2008","Haematopus ostralegus",0
"799","2009","Haematopus ostralegus",0
"800","2010","Haematopus ostralegus",0
"801","2011","Haematopus ostralegus",0.25
"802","2012","Haematopus ostralegus",0
"803","2013","Haematopus ostralegus",0
"804","2014","Haematopus ostralegus",0
"805","2015","Haematopus ostralegus",0
"806","1981","Burhinus oedicnemus",0
"807","1982","Burhinus oedicnemus",0
"808","1983","Burhinus oedicnemus",0
"809","1984","Burhinus oedicnemus",0
"810","1985","Burhinus oedicnemus",0
"811","1986","Burhinus oedicnemus",0
"812","1987","Burhinus oedicnemus",0
"813","1988","Burhinus oedicnemus",0
"814","1989","Burhinus oedicnemus",0
"815","1990","Burhinus oedicnemus",0
"816","1991","Burhinus oedicnemus",0
"817","1992","Burhinus oedicnemus",0
"818","1993","Burhinus oedicnemus",0
"819","1994","Burhinus oedicnemus",0
"820","1995","Burhinus oedicnemus",0
"821","1996","Burhinus oedicnemus",0
"822","1997","Burhinus oedicnemus",0
"823","1998","Burhinus oedicnemus",0
"824","1999","Burhinus oedicnemus",0
"825","2000","Burhinus oedicnemus",0
"826","2001","Burhinus oedicnemus",0
"827","2002","Burhinus oedicnemus",0
"828","2003","Burhinus oedicnemus",0
"829","2004","Burhinus oedicnemus",0
"830","2005","Burhinus oedicnemus",0
"831","2006","Burhinus oedicnemus",0
"832","2007","Burhinus oedicnemus",0
"833","2008","Burhinus oedicnemus",0
"834","2009","Burhinus oedicnemus",0
"835","2010","Burhinus oedicnemus",0
"836","2011","Burhinus oedicnemus",0
"837","2012","Burhinus oedicnemus",0
"838","2013","Burhinus oedicnemus",0
"839","2014","Burhinus oedicnemus",0
"840","2015","Burhinus oedicnemus",0
"841","1981","Charadrius dubius",0
"842","1982","Charadrius dubius",0.25
"843","1983","Charadrius dubius",0
"844","1984","Charadrius dubius",0
"845","1985","Charadrius dubius",0
"846","1986","Charadrius dubius",0
"847","1987","Charadrius dubius",0
"848","1988","Charadrius dubius",0
"849","1989","Charadrius dubius",0
"850","1990","Charadrius dubius",0
"851","1991","Charadrius dubius",0
"852","1992","Charadrius dubius",0
"853","1993","Charadrius dubius",0
"854","1994","Charadrius dubius",0
"855","1995","Charadrius dubius",0
"856","1996","Charadrius dubius",0
"857","1997","Charadrius dubius",0
"858","1998","Charadrius dubius",0
"859","1999","Charadrius dubius",0
"860","2000","Charadrius dubius",0
"861","2001","Charadrius dubius",0
"862","2002","Charadrius dubius",0
"863","2003","Charadrius dubius",0
"864","2004","Charadrius dubius",0
"865","2005","Charadrius dubius",0
"866","2006","Charadrius dubius",0
"867","2007","Charadrius dubius",0
"868","2008","Charadrius dubius",0
"869","2009","Charadrius dubius",0
"870","2010","Charadrius dubius",0
"871","2011","Charadrius dubius",0
"872","2012","Charadrius dubius",0
"873","2013","Charadrius dubius",0
"874","2014","Charadrius dubius",0
"875","2015","Charadrius dubius",0
"876","1981","Phalaropus lobatus",0
"877","1982","Phalaropus lobatus",0
"878","1983","Phalaropus lobatus",0
"879","1984","Phalaropus lobatus",0
"880","1985","Phalaropus lobatus",0
"881","1986","Phalaropus lobatus",0
"882","1987","Phalaropus lobatus",0
"883","1988","Phalaropus lobatus",0
"884","1989","Phalaropus lobatus",0
"885","1990","Phalaropus lobatus",0
"886","1991","Phalaropus lobatus",0
"887","1992","Phalaropus lobatus",0
"888","1993","Phalaropus lobatus",0
"889","1994","Phalaropus lobatus",0
"890","1995","Phalaropus lobatus",0
"891","1996","Phalaropus lobatus",0
"892","1997","Phalaropus lobatus",0
"893","1998","Phalaropus lobatus",0
"894","1999","Phalaropus lobatus",0
"895","2000","Phalaropus lobatus",0
"896","2001","Phalaropus lobatus",0
"897","2002","Phalaropus lobatus",0
"898","2003","Phalaropus lobatus",0
"899","2004","Phalaropus lobatus",0
"900","2005","Phalaropus lobatus",0
"901","2006","Phalaropus lobatus",0
"902","2007","Phalaropus lobatus",0
"903","2008","Phalaropus lobatus",0
"904","2009","Phalaropus lobatus",0
"905","2010","Phalaropus lobatus",0
"906","2011","Phalaropus lobatus",0
"907","2012","Phalaropus lobatus",0
"908","2013","Phalaropus lobatus",0
"909","2014","Phalaropus lobatus",0
"910","2015","Phalaropus lobatus",0
"911","1981","Pluvialis squatarola",85
"912","1982","Pluvialis squatarola",71.5
"913","1983","Pluvialis squatarola",122.5
"914","1984","Pluvialis squatarola",3
"915","1985","Pluvialis squatarola",42
"916","1986","Pluvialis squatarola",51
"917","1987","Pluvialis squatarola",21
"918","1988","Pluvialis squatarola",0
"919","1989","Pluvialis squatarola",20.75
"920","1990","Pluvialis squatarola",126
"921","1991","Pluvialis squatarola",10
"922","1992","Pluvialis squatarola",39.5
"923","1993","Pluvialis squatarola",16.25
"924","1994","Pluvialis squatarola",0
"925","1995","Pluvialis squatarola",11
"926","1996","Pluvialis squatarola",0
"927","1997","Pluvialis squatarola",25.75
"928","1998","Pluvialis squatarola",55
"929","1999","Pluvialis squatarola",41.25
"930","2000","Pluvialis squatarola",13
"931","2001","Pluvialis squatarola",0
"932","2002","Pluvialis squatarola",17
"933","2003","Pluvialis squatarola",10.5
"934","2004","Pluvialis squatarola",42
"935","2005","Pluvialis squatarola",27
"936","2006","Pluvialis squatarola",0.5
"937","2007","Pluvialis squatarola",77.5
"938","2008","Pluvialis squatarola",33.75
"939","2009","Pluvialis squatarola",30.5
"940","2010","Pluvialis squatarola",109.25
"941","2011","Pluvialis squatarola",229.75
"942","2012","Pluvialis squatarola",57.75
"943","2013","Pluvialis squatarola",127
"944","2014","Pluvialis squatarola",131.25
"945","2015","Pluvialis squatarola",150.25
"946","1981","Pluvialis apricaria",0.5
"947","1982","Pluvialis apricaria",0.25
"948","1983","Pluvialis apricaria",0
"949","1984","Pluvialis apricaria",0
"950","1985","Pluvialis apricaria",0
"951","1986","Pluvialis apricaria",0
"952","1987","Pluvialis apricaria",0
"953","1988","Pluvialis apricaria",0
"954","1989","Pluvialis apricaria",0
"955","1990","Pluvialis apricaria",0
"956","1991","Pluvialis apricaria",0
"957","1992","Pluvialis apricaria",0
"958","1993","Pluvialis apricaria",0
"959","1994","Pluvialis apricaria",0
"960","1995","Pluvialis apricaria",0
"961","1996","Pluvialis apricaria",0
"962","1997","Pluvialis apricaria",0
"963","1998","Pluvialis apricaria",0.25
"964","1999","Pluvialis apricaria",0
"965","2000","Pluvialis apricaria",0.5
"966","2001","Pluvialis apricaria",0
"967","2002","Pluvialis apricaria",0.25
"968","2003","Pluvialis apricaria",0
"969","2004","Pluvialis apricaria",0
"970","2005","Pluvialis apricaria",0.75
"971","2006","Pluvialis apricaria",0
"972","2007","Pluvialis apricaria",0
"973","2008","Pluvialis apricaria",0
"974","2009","Pluvialis apricaria",0.75
"975","2010","Pluvialis apricaria",0
"976","2011","Pluvialis apricaria",0
"977","2012","Pluvialis apricaria",0
"978","2013","Pluvialis apricaria",0
"979","2014","Pluvialis apricaria",0.25
"980","2015","Pluvialis apricaria",0
"981","1981","Arenaria interpres",0.25
"982","1982","Arenaria interpres",0.25
"983","1983","Arenaria interpres",0
"984","1984","Arenaria interpres",0
"985","1985","Arenaria interpres",0
"986","1986","Arenaria interpres",0
"987","1987","Arenaria interpres",0
"988","1988","Arenaria interpres",0
"989","1989","Arenaria interpres",0
"990","1990","Arenaria interpres",0.25
"991","1991","Arenaria interpres",0
"992","1992","Arenaria interpres",0
"993","1993","Arenaria interpres",0
"994","1994","Arenaria interpres",0
"995","1995","Arenaria interpres",0
"996","1996","Arenaria interpres",0
"997","1997","Arenaria interpres",0
"998","1998","Arenaria interpres",0
"999","1999","Arenaria interpres",0
"1000","2000","Arenaria interpres",12.75
"1001","2001","Arenaria interpres",0
"1002","2002","Arenaria interpres",0.25
"1003","2003","Arenaria interpres",0.25
"1004","2004","Arenaria interpres",1
"1005","2005","Arenaria interpres",0
"1006","2006","Arenaria interpres",0
"1007","2007","Arenaria interpres",0
"1008","2008","Arenaria interpres",0.25
"1009","2009","Arenaria interpres",0
"1010","2010","Arenaria interpres",1.25
"1011","2011","Arenaria interpres",1.25
"1012","2012","Arenaria interpres",1.25
"1013","2013","Arenaria interpres",0
"1014","2014","Arenaria interpres",3.25
"1015","2015","Arenaria interpres",1
"1016","1981","Vanellus vanellus",2
"1017","1982","Vanellus vanellus",2.5
"1018","1983","Vanellus vanellus",0
"1019","1984","Vanellus vanellus",82.5
"1020","1985","Vanellus vanellus",9.5
"1021","1986","Vanellus vanellus",36.25
"1022","1987","Vanellus vanellus",10
"1023","1988","Vanellus vanellus",5.25
"1024","1989","Vanellus vanellus",48
"1025","1990","Vanellus vanellus",30.25
"1026","1991","Vanellus vanellus",4
"1027","1992","Vanellus vanellus",0
"1028","1993","Vanellus vanellus",5
"1029","1994","Vanellus vanellus",1.75
"1030","1995","Vanellus vanellus",26.75
"1031","1996","Vanellus vanellus",50
"1032","1997","Vanellus vanellus",24.5
"1033","1998","Vanellus vanellus",4.5
"1034","1999","Vanellus vanellus",27.5
"1035","2000","Vanellus vanellus",28
"1036","2001","Vanellus vanellus",9.25
"1037","2002","Vanellus vanellus",51
"1038","2003","Vanellus vanellus",12.25
"1039","2004","Vanellus vanellus",13.75
"1040","2005","Vanellus vanellus",71.25
"1041","2006","Vanellus vanellus",19.5
"1042","2007","Vanellus vanellus",39.5
"1043","2008","Vanellus vanellus",70.25
"1044","2009","Vanellus vanellus",147.75
"1045","2010","Vanellus vanellus",115.75
"1046","2011","Vanellus vanellus",81.75
"1047","2012","Vanellus vanellus",45.75
"1048","2013","Vanellus vanellus",65.25
"1049","2014","Vanellus vanellus",65.5
"1050","2015","Vanellus vanellus",44
"1051","1981","Calidris ferruginea",0.25
"1052","1982","Calidris ferruginea",0
"1053","1983","Calidris ferruginea",0.25
"1054","1984","Calidris ferruginea",0
"1055","1985","Calidris ferruginea",0.75
"1056","1986","Calidris ferruginea",0
"1057","1987","Calidris ferruginea",0.25
"1058","1988","Calidris ferruginea",0
"1059","1989","Calidris ferruginea",0
"1060","1990","Calidris ferruginea",0
"1061","1991","Calidris ferruginea",0
"1062","1992","Calidris ferruginea",0
"1063","1993","Calidris ferruginea",0
"1064","1994","Calidris ferruginea",0
"1065","1995","Calidris ferruginea",0
"1066","1996","Calidris ferruginea",0
"1067","1997","Calidris ferruginea",0
"1068","1998","Calidris ferruginea",0
"1069","1999","Calidris ferruginea",0
"1070","2000","Calidris ferruginea",0
"1071","2001","Calidris ferruginea",0
"1072","2002","Calidris ferruginea",0
"1073","2003","Calidris ferruginea",0
"1074","2004","Calidris ferruginea",0
"1075","2005","Calidris ferruginea",0
"1076","2006","Calidris ferruginea",0
"1077","2007","Calidris ferruginea",0
"1078","2008","Calidris ferruginea",0
"1079","2009","Calidris ferruginea",0
"1080","2010","Calidris ferruginea",0
"1081","2011","Calidris ferruginea",0.75
"1082","2012","Calidris ferruginea",0
"1083","2013","Calidris ferruginea",1.25
"1084","2014","Calidris ferruginea",1.5
"1085","2015","Calidris ferruginea",0
