"","dates","sp_all","abundance_warm"
"824","1999","Aix galericulata",0
"825","2000","Aix galericulata",0
"826","2001","Aix galericulata",0
"827","2002","Aix galericulata",0
"828","2003","Aix galericulata",0
"829","2004","Aix galericulata",0
"830","2005","Aix galericulata",0
"831","2006","Aix galericulata",0
"832","2007","Aix galericulata",0
"833","2008","Aix galericulata",0
"834","2009","Aix galericulata",0
"835","2010","Aix galericulata",0
"836","2011","Aix galericulata",0
"837","2012","Aix galericulata",0
"838","2013","Aix galericulata",0
"839","2014","Aix galericulata",0
"840","2015","Aix galericulata",0
"841","1981","Cygnus atratus",0
"842","1982","Cygnus atratus",0
"843","1983","Cygnus atratus",0
"844","1984","Cygnus atratus",0
"845","1985","Cygnus atratus",0
"846","1986","Cygnus atratus",0
"847","1987","Cygnus atratus",0
"848","1988","Cygnus atratus",0
"849","1989","Cygnus atratus",0
"850","1990","Cygnus atratus",0
"851","1991","Cygnus atratus",0
"852","1992","Cygnus atratus",0
"853","1993","Cygnus atratus",0
"854","1994","Cygnus atratus",0
"855","1995","Cygnus atratus",0
"856","1996","Cygnus atratus",0
"857","1997","Cygnus atratus",0
"858","1998","Cygnus atratus",0
"859","1999","Cygnus atratus",0
"860","2000","Cygnus atratus",0
"861","2001","Cygnus atratus",0
"862","2002","Cygnus atratus",0
"863","2003","Cygnus atratus",0
"864","2004","Cygnus atratus",0
"865","2005","Cygnus atratus",0
"866","2006","Cygnus atratus",0
"867","2007","Cygnus atratus",0
"868","2008","Cygnus atratus",0
"869","2009","Cygnus atratus",0.5
"870","2010","Cygnus atratus",0
"871","2011","Cygnus atratus",0
"872","2012","Cygnus atratus",0
"873","2013","Cygnus atratus",0
"874","2014","Cygnus atratus",0
"875","2015","Cygnus atratus",0
"876","1981","Tadorna ferruginea",0
"877","1982","Tadorna ferruginea",0
"878","1983","Tadorna ferruginea",0
"879","1984","Tadorna ferruginea",0
"880","1985","Tadorna ferruginea",0
"881","1986","Tadorna ferruginea",0
"882","1987","Tadorna ferruginea",0
"883","1988","Tadorna ferruginea",0
"884","1989","Tadorna ferruginea",0
"885","1990","Tadorna ferruginea",0
"886","1991","Tadorna ferruginea",0
"887","1992","Tadorna ferruginea",0
"888","1993","Tadorna ferruginea",0
"889","1994","Tadorna ferruginea",0
"890","1995","Tadorna ferruginea",0
"891","1996","Tadorna ferruginea",0
"892","1997","Tadorna ferruginea",0
"893","1998","Tadorna ferruginea",0
"894","1999","Tadorna ferruginea",0
"895","2000","Tadorna ferruginea",0
"896","2001","Tadorna ferruginea",0
"897","2002","Tadorna ferruginea",0
"898","2003","Tadorna ferruginea",0
"899","2004","Tadorna ferruginea",0
"900","2005","Tadorna ferruginea",0
"901","2006","Tadorna ferruginea",0
"902","2007","Tadorna ferruginea",0
"903","2008","Tadorna ferruginea",0
"904","2009","Tadorna ferruginea",0
"905","2010","Tadorna ferruginea",0
"906","2011","Tadorna ferruginea",0
"907","2012","Tadorna ferruginea",0
"908","2013","Tadorna ferruginea",0
"909","2014","Tadorna ferruginea",0
"910","2015","Tadorna ferruginea",0
"911","1981","Branta leucopsis",0
"912","1982","Branta leucopsis",0
"913","1983","Branta leucopsis",0
"914","1984","Branta leucopsis",0
"915","1985","Branta leucopsis",0
"916","1986","Branta leucopsis",0
"917","1987","Branta leucopsis",0
"918","1988","Branta leucopsis",0
"919","1989","Branta leucopsis",0
"920","1990","Branta leucopsis",0
"921","1991","Branta leucopsis",0
"922","1992","Branta leucopsis",0
"923","1993","Branta leucopsis",0
"924","1994","Branta leucopsis",0
"925","1995","Branta leucopsis",0
"926","1996","Branta leucopsis",0
"927","1997","Branta leucopsis",0
"928","1998","Branta leucopsis",0
"929","1999","Branta leucopsis",0
"930","2000","Branta leucopsis",0
"931","2001","Branta leucopsis",0
"932","2002","Branta leucopsis",0
"933","2003","Branta leucopsis",0
"934","2004","Branta leucopsis",0
"935","2005","Branta leucopsis",0
"936","2006","Branta leucopsis",0
"937","2007","Branta leucopsis",0
"938","2008","Branta leucopsis",0
"939","2009","Branta leucopsis",0
"940","2010","Branta leucopsis",0
"941","2011","Branta leucopsis",0
"942","2012","Branta leucopsis",0
"943","2013","Branta leucopsis",0.5
"944","2014","Branta leucopsis",0
"945","2015","Branta leucopsis",0
"946","1981","Anser fabalis",0
"947","1982","Anser fabalis",0
"948","1983","Anser fabalis",0
"949","1984","Anser fabalis",0
"950","1985","Anser fabalis",0
"951","1986","Anser fabalis",0
"952","1987","Anser fabalis",0
"953","1988","Anser fabalis",0
"954","1989","Anser fabalis",0
"955","1990","Anser fabalis",0
"956","1991","Anser fabalis",0
"957","1992","Anser fabalis",0
"958","1993","Anser fabalis",0
"959","1994","Anser fabalis",0
"960","1995","Anser fabalis",0
"961","1996","Anser fabalis",0
"962","1997","Anser fabalis",0
"963","1998","Anser fabalis",0
"964","1999","Anser fabalis",0
"965","2000","Anser fabalis",0
"966","2001","Anser fabalis",0
"967","2002","Anser fabalis",0
"968","2003","Anser fabalis",0
"969","2004","Anser fabalis",0
"970","2005","Anser fabalis",0
"971","2006","Anser fabalis",0
"972","2007","Anser fabalis",0
"973","2008","Anser fabalis",0
"974","2009","Anser fabalis",0
"975","2010","Anser fabalis",0
"976","2011","Anser fabalis",0
"977","2012","Anser fabalis",0
"978","2013","Anser fabalis",0
"979","2014","Anser fabalis",0
"980","2015","Anser fabalis",0
"981","1981","Anser albifrons",0
"982","1982","Anser albifrons",0
"983","1983","Anser albifrons",0
"984","1984","Anser albifrons",0
"985","1985","Anser albifrons",0
"986","1986","Anser albifrons",0
"987","1987","Anser albifrons",0
"988","1988","Anser albifrons",0
"989","1989","Anser albifrons",0
"990","1990","Anser albifrons",0
"991","1991","Anser albifrons",0
"992","1992","Anser albifrons",0
"993","1993","Anser albifrons",0
"994","1994","Anser albifrons",0
"995","1995","Anser albifrons",0
"996","1996","Anser albifrons",0
"997","1997","Anser albifrons",0
"998","1998","Anser albifrons",0
"999","1999","Anser albifrons",0
"1000","2000","Anser albifrons",0
"1001","2001","Anser albifrons",0
"1002","2002","Anser albifrons",0
"1003","2003","Anser albifrons",0
"1004","2004","Anser albifrons",0
"1005","2005","Anser albifrons",0
"1006","2006","Anser albifrons",0
"1007","2007","Anser albifrons",0
"1008","2008","Anser albifrons",0
"1009","2009","Anser albifrons",0
"1010","2010","Anser albifrons",0
"1011","2011","Anser albifrons",0
"1012","2012","Anser albifrons",0
"1013","2013","Anser albifrons",0
"1014","2014","Anser albifrons",0
"1015","2015","Anser albifrons",0
"1016","1981","Cygnus cygnus",0
"1017","1982","Cygnus cygnus",0
"1018","1983","Cygnus cygnus",0
"1019","1984","Cygnus cygnus",0
"1020","1985","Cygnus cygnus",0
"1021","1986","Cygnus cygnus",0
"1022","1987","Cygnus cygnus",0
"1023","1988","Cygnus cygnus",0
"1024","1989","Cygnus cygnus",0
"1025","1990","Cygnus cygnus",0
"1026","1991","Cygnus cygnus",0
"1027","1992","Cygnus cygnus",0
"1028","1993","Cygnus cygnus",0
"1029","1994","Cygnus cygnus",0
"1030","1995","Cygnus cygnus",0
"1031","1996","Cygnus cygnus",0
"1032","1997","Cygnus cygnus",0
"1033","1998","Cygnus cygnus",0
"1034","1999","Cygnus cygnus",0
"1035","2000","Cygnus cygnus",0
"1036","2001","Cygnus cygnus",0
"1037","2002","Cygnus cygnus",0
"1038","2003","Cygnus cygnus",0
"1039","2004","Cygnus cygnus",0
"1040","2005","Cygnus cygnus",0
"1041","2006","Cygnus cygnus",0
"1042","2007","Cygnus cygnus",0
"1043","2008","Cygnus cygnus",0
"1044","2009","Cygnus cygnus",0
"1045","2010","Cygnus cygnus",0
"1046","2011","Cygnus cygnus",0
"1047","2012","Cygnus cygnus",0
"1048","2013","Cygnus cygnus",0
"1049","2014","Cygnus cygnus",0
"1050","2015","Cygnus cygnus",0
"1051","1981","Mergus merganser",0
"1052","1982","Mergus merganser",0
"1053","1983","Mergus merganser",0
"1054","1984","Mergus merganser",0
"1055","1985","Mergus merganser",0
"1056","1986","Mergus merganser",0
"1057","1987","Mergus merganser",0
"1058","1988","Mergus merganser",0
"1059","1989","Mergus merganser",0
"1060","1990","Mergus merganser",0
"1061","1991","Mergus merganser",0
"1062","1992","Mergus merganser",0
"1063","1993","Mergus merganser",0
"1064","1994","Mergus merganser",0
"1065","1995","Mergus merganser",0
"1066","1996","Mergus merganser",0
"1067","1997","Mergus merganser",0
"1068","1998","Mergus merganser",0
"1069","1999","Mergus merganser",0
"1070","2000","Mergus merganser",0
"1071","2001","Mergus merganser",0
"1072","2002","Mergus merganser",0
"1073","2003","Mergus merganser",0
"1074","2004","Mergus merganser",0
"1075","2005","Mergus merganser",0
"1076","2006","Mergus merganser",0
"1077","2007","Mergus merganser",0
"1078","2008","Mergus merganser",0
"1079","2009","Mergus merganser",0
"1080","2010","Mergus merganser",0
"1081","2011","Mergus merganser",0
"1082","2012","Mergus merganser",0
"1083","2013","Mergus merganser",0
"1084","2014","Mergus merganser",0
"1085","2015","Mergus merganser",0
"1086","1981","Anser brachyrhynchus",0
"1087","1982","Anser brachyrhynchus",0
"1088","1983","Anser brachyrhynchus",0
"1089","1984","Anser brachyrhynchus",0
"1090","1985","Anser brachyrhynchus",0
"1091","1986","Anser brachyrhynchus",0
"1092","1987","Anser brachyrhynchus",0
"1093","1988","Anser brachyrhynchus",0
"1094","1989","Anser brachyrhynchus",0
"1095","1990","Anser brachyrhynchus",0
"1096","1991","Anser brachyrhynchus",0
"1097","1992","Anser brachyrhynchus",0
"1098","1993","Anser brachyrhynchus",0
"1099","1994","Anser brachyrhynchus",0
"1100","1995","Anser brachyrhynchus",0
"1101","1996","Anser brachyrhynchus",0
"1102","1997","Anser brachyrhynchus",0
"1103","1998","Anser brachyrhynchus",0
"1104","1999","Anser brachyrhynchus",0
"1105","2000","Anser brachyrhynchus",0
"1106","2001","Anser brachyrhynchus",0
"1107","2002","Anser brachyrhynchus",0
"1108","2003","Anser brachyrhynchus",0
"1109","2004","Anser brachyrhynchus",0
"1110","2005","Anser brachyrhynchus",0
"1111","2006","Anser brachyrhynchus",0
"1112","2007","Anser brachyrhynchus",0
"1113","2008","Anser brachyrhynchus",0
"1114","2009","Anser brachyrhynchus",0
"1115","2010","Anser brachyrhynchus",0
"1116","2011","Anser brachyrhynchus",0
"1117","2012","Anser brachyrhynchus",0
"1118","2013","Anser brachyrhynchus",0
"1119","2014","Anser brachyrhynchus",0
"1120","2015","Anser brachyrhynchus",0
"1121","1981","Anas americana",0
"1122","1982","Anas americana",0
"1123","1983","Anas americana",0
"1124","1984","Anas americana",0
"1125","1985","Anas americana",0
"1126","1986","Anas americana",0
"1127","1987","Anas americana",0
"1128","1988","Anas americana",0
"1129","1989","Anas americana",0
"1130","1990","Anas americana",0
"1131","1991","Anas americana",0
"1132","1992","Anas americana",0
"1133","1993","Anas americana",0
"1134","1994","Anas americana",0
"1135","1995","Anas americana",0
"1136","1996","Anas americana",0
"1137","1997","Anas americana",0
"1138","1998","Anas americana",0
"1139","1999","Anas americana",0
"1140","2000","Anas americana",0
"1141","2001","Anas americana",0
"1142","2002","Anas americana",0
"1143","2003","Anas americana",0
"1144","2004","Anas americana",0
"1145","2005","Anas americana",0
"1146","2006","Anas americana",0
"1147","2007","Anas americana",0
"1148","2008","Anas americana",0
"1149","2009","Anas americana",0
"1150","2010","Anas americana",0
"1151","2011","Anas americana",0
"1152","2012","Anas americana",0
"1153","2013","Anas americana",0
"1154","2014","Anas americana",0
"1155","2015","Anas americana",0
"1156","1981","Fulica atra",197.5
"1157","1982","Fulica atra",310
"1158","1983","Fulica atra",445.5
"1159","1984","Fulica atra",259.5
"1160","1985","Fulica atra",290.25
"1161","1986","Fulica atra",280.75
"1162","1987","Fulica atra",92.5
"1163","1988","Fulica atra",243.75
"1164","1989","Fulica atra",517.5
"1165","1990","Fulica atra",232.5
"1166","1991","Fulica atra",172.5
"1167","1992","Fulica atra",343.75
"1168","1993","Fulica atra",500.5
"1169","1994","Fulica atra",702.5
"1170","1995","Fulica atra",603.75
"1171","1996","Fulica atra",490
"1172","1997","Fulica atra",297
"1173","1998","Fulica atra",307.75
"1174","1999","Fulica atra",328.5
"1175","2000","Fulica atra",563.25
"1176","2001","Fulica atra",845.5
"1177","2002","Fulica atra",622.5
"1178","2003","Fulica atra",711
"1179","2004","Fulica atra",494
"1180","2005","Fulica atra",333.75
"1181","2006","Fulica atra",423.75
"1182","2007","Fulica atra",355.5
"1183","2008","Fulica atra",448.75
"1184","2009","Fulica atra",443
"1185","2010","Fulica atra",477.75
"1186","2011","Fulica atra",435.25
"1187","2012","Fulica atra",337
"1188","2013","Fulica atra",412.5
"1189","2014","Fulica atra",206
"1190","2015","Fulica atra",221.5
