"","dates","sp_all","abundance_warm"
"772","1982","Pluvialis apricaria",0
"773","1983","Pluvialis apricaria",0
"774","1984","Pluvialis apricaria",0
"775","1985","Pluvialis apricaria",0
"776","1986","Pluvialis apricaria",0
"777","1987","Pluvialis apricaria",0
"778","1988","Pluvialis apricaria",0
"779","1989","Pluvialis apricaria",0
"780","1990","Pluvialis apricaria",0
"781","1991","Pluvialis apricaria",0
"782","1992","Pluvialis apricaria",43.75
"783","1993","Pluvialis apricaria",43.75
"784","1994","Pluvialis apricaria",0
"785","1995","Pluvialis apricaria",0
"786","1996","Pluvialis apricaria",0
"787","1997","Pluvialis apricaria",0
"788","1998","Pluvialis apricaria",0
"789","1999","Pluvialis apricaria",0
"790","2000","Pluvialis apricaria",0
"791","2001","Pluvialis apricaria",0
"792","2002","Pluvialis apricaria",0
"793","2003","Pluvialis apricaria",0
"794","2004","Pluvialis apricaria",0
"795","2005","Pluvialis apricaria",0
"796","2006","Pluvialis apricaria",0
"797","2007","Pluvialis apricaria",175
"798","2008","Pluvialis apricaria",0
"799","2009","Pluvialis apricaria",0
"800","2010","Pluvialis apricaria",0
"801","2011","Pluvialis apricaria",0
"802","2012","Pluvialis apricaria",0
"803","2013","Pluvialis apricaria",0
"804","2014","Pluvialis apricaria",0
"805","2015","Pluvialis apricaria",131.25
"806","1981","Arenaria interpres",47.5
"807","1982","Arenaria interpres",0
"808","1983","Arenaria interpres",71.25
"809","1984","Arenaria interpres",142.5
"810","1985","Arenaria interpres",142.5
"811","1986","Arenaria interpres",47.5
"812","1987","Arenaria interpres",0
"813","1988","Arenaria interpres",71.25
"814","1989","Arenaria interpres",23.75
"815","1990","Arenaria interpres",71.25
"816","1991","Arenaria interpres",0
"817","1992","Arenaria interpres",118.75
"818","1993","Arenaria interpres",47.5
"819","1994","Arenaria interpres",0
"820","1995","Arenaria interpres",142.5
"821","1996","Arenaria interpres",0
"822","1997","Arenaria interpres",0
"823","1998","Arenaria interpres",0
"824","1999","Arenaria interpres",71.25
"825","2000","Arenaria interpres",0
"826","2001","Arenaria interpres",23.75
"827","2002","Arenaria interpres",0
"828","2003","Arenaria interpres",23.75
"829","2004","Arenaria interpres",71.25
"830","2005","Arenaria interpres",0
"831","2006","Arenaria interpres",0
"832","2007","Arenaria interpres",617.5
"833","2008","Arenaria interpres",213.75
"834","2009","Arenaria interpres",0
"835","2010","Arenaria interpres",380
"836","2011","Arenaria interpres",47.5
"837","2012","Arenaria interpres",1306.25
"838","2013","Arenaria interpres",1306.25
"839","2014","Arenaria interpres",332.5
"840","2015","Arenaria interpres",71.25
"841","1981","Vanellus vanellus",0
"842","1982","Vanellus vanellus",0
"843","1983","Vanellus vanellus",0
"844","1984","Vanellus vanellus",0
"845","1985","Vanellus vanellus",0
"846","1986","Vanellus vanellus",115
"847","1987","Vanellus vanellus",0
"848","1988","Vanellus vanellus",0
"849","1989","Vanellus vanellus",862.5
"850","1990","Vanellus vanellus",287.5
"851","1991","Vanellus vanellus",575
"852","1992","Vanellus vanellus",0
"853","1993","Vanellus vanellus",0
"854","1994","Vanellus vanellus",345
"855","1995","Vanellus vanellus",57.5
"856","1996","Vanellus vanellus",115
"857","1997","Vanellus vanellus",0
"858","1998","Vanellus vanellus",0
"859","1999","Vanellus vanellus",115
"860","2000","Vanellus vanellus",0
"861","2001","Vanellus vanellus",230
"862","2002","Vanellus vanellus",0
"863","2003","Vanellus vanellus",0
"864","2004","Vanellus vanellus",0
"865","2005","Vanellus vanellus",172.5
"866","2006","Vanellus vanellus",0
"867","2007","Vanellus vanellus",2530
"868","2008","Vanellus vanellus",57.5
"869","2009","Vanellus vanellus",0
"870","2010","Vanellus vanellus",0
"871","2011","Vanellus vanellus",172.5
"872","2012","Vanellus vanellus",57.5
"873","2013","Vanellus vanellus",1667.5
"874","2014","Vanellus vanellus",1380
"875","2015","Vanellus vanellus",632.5
"876","1981","Calidris ferruginea",118.125
"877","1982","Calidris ferruginea",33.75
"878","1983","Calidris ferruginea",50.625
"879","1984","Calidris ferruginea",67.5
"880","1985","Calidris ferruginea",135
"881","1986","Calidris ferruginea",118.125
"882","1987","Calidris ferruginea",0
"883","1988","Calidris ferruginea",16.875
"884","1989","Calidris ferruginea",101.25
"885","1990","Calidris ferruginea",219.375
"886","1991","Calidris ferruginea",0
"887","1992","Calidris ferruginea",0
"888","1993","Calidris ferruginea",202.5
"889","1994","Calidris ferruginea",16.875
"890","1995","Calidris ferruginea",0
"891","1996","Calidris ferruginea",0
"892","1997","Calidris ferruginea",0
"893","1998","Calidris ferruginea",0
"894","1999","Calidris ferruginea",270
"895","2000","Calidris ferruginea",0
"896","2001","Calidris ferruginea",151.875
"897","2002","Calidris ferruginea",202.5
"898","2003","Calidris ferruginea",0
"899","2004","Calidris ferruginea",67.5
"900","2005","Calidris ferruginea",0
"901","2006","Calidris ferruginea",0
"902","2007","Calidris ferruginea",253.125
"903","2008","Calidris ferruginea",151.875
"904","2009","Calidris ferruginea",0
"905","2010","Calidris ferruginea",135
"906","2011","Calidris ferruginea",472.5
"907","2012","Calidris ferruginea",573.75
"908","2013","Calidris ferruginea",759.375
"909","2014","Calidris ferruginea",371.25
"910","2015","Calidris ferruginea",556.875
